metric,estimate,ci_lower_95,ci_upper_95,n_bootstrap,n_scenes,bootstrap_unit
modis_detection_retention_object_weighted,0.018663047166610113,0.012898803182032804,0.026175745736491726,5000,61,sdgsat_scene_id
goes_detection_retention_object_weighted,0.019799618320610685,0.01490475024210076,0.02586285022946837,5000,61,sdgsat_scene_id
modis_signal_floor_fraction_object_weighted,0.9813369528333898,0.9738242542635083,0.9871011968179672,5000,61,sdgsat_scene_id
goes_signal_floor_fraction_object_weighted,0.9802003816793893,0.9741371497705317,0.9850952497578992,5000,61,sdgsat_scene_id
modis_signal_retention_median_valid_ref005,0.4032317858305089,0.3495472190173208,0.4617136755536011,5000,61,sdgsat_scene_id
goes_signal_retention_median_valid_ref005,1.0299178214631752,0.9100490980870322,1.1433152894260223,5000,61,sdgsat_scene_id
modis_signal_retention_median_valid_ref010,0.3306149483841392,0.28187484648448885,0.395253711392487,5000,61,sdgsat_scene_id
goes_signal_retention_median_valid_ref010,0.8718768118295013,0.7452515304050389,0.9809299472904424,5000,61,sdgsat_scene_id
both_floor_fraction,0.9639355742296919,0.9518019781029061,0.9727300923521948,5000,61,sdgsat_scene_id
