total_candidate_scenes,processed_modis_scenes,processed_goes_scenes_nominal,processed_goes_scenes_H10,total_objects,modis_usable_objects,goes_usable_objects_nominal,goes_usable_objects_H10,both_modis_goes_usable_objects_H10,modis_detection_retention,modis_signal_floor_fraction,modis_signal_retention_median_ref005,modis_signal_retention_median_ref010,goes_H10_detection_retention,goes_H10_signal_floor_fraction,goes_H10_signal_retention_median_all,goes_H10_signal_retention_median_ref005,goes_H10_signal_retention_median_ref010,modis_floor_and_goes_H10_floor_count,modis_floor_goes_H10_not_floor_count,modis_not_floor_goes_H10_floor_count,both_detected_H10_count,both_floor_H10_fraction,GOES_H10_to_MODIS_retention_ratio_median_ref005,nominal_goes_detection_retention,nominal_goes_signal_floor_fraction,nominal_goes_signal_retention_median_ref005,nominal_goes_signal_retention_median_ref010,H0_goes_detection_retention,H0_goes_signal_floor_fraction,H0_goes_signal_retention_median_ref005,H0_goes_signal_retention_median_ref010,H0_both_floor_fraction,H5_goes_detection_retention,H5_goes_signal_floor_fraction,H5_goes_signal_retention_median_ref005,H5_goes_signal_retention_median_ref010,H5_both_floor_fraction,H8_goes_detection_retention,H8_goes_signal_floor_fraction,H8_goes_signal_retention_median_ref005,H8_goes_signal_retention_median_ref010,H8_both_floor_fraction,H10_goes_detection_retention,H10_goes_signal_floor_fraction,H10_goes_signal_retention_median_ref005,H10_goes_signal_retention_median_ref010,H10_both_floor_fraction,H12_goes_detection_retention,H12_goes_signal_floor_fraction,H12_goes_signal_retention_median_ref005,H12_goes_signal_retention_median_ref010,H12_both_floor_fraction,H14_goes_detection_retention,H14_goes_signal_floor_fraction,H14_goes_signal_retention_median_ref005,H14_goes_signal_retention_median_ref010,H14_both_floor_fraction
61.0,53.0,61.0,61.0,5202.0,2947.0,4192.0,4184.0,2847.0,0.018663047166610113,0.9813369528333898,0.4032317858305089,0.3306149483841392,0.038001912045889104,0.9619980879541109,2.2764515302286084,1.6490032771202054,1.3271147994233057,2672.0,124.0,49.0,2.0,0.9385317878468563,3.4015899361323525,0.019799618320610685,0.9802003816793893,1.0299178214631752,0.8718768118295013,0.019799618320610685,0.9802003816793893,1.0299178214631752,0.8718768118295013,0.9639355742296919,0.027259684361549498,0.9727403156384505,1.4020213305024636,1.1826640589408526,0.9529989477376359,0.03879310344827586,0.9612068965517241,1.5334427934832966,1.222947268489618,0.9394366197183098,0.038001912045889104,0.9619980879541109,1.6490032771202054,1.3271147994233057,0.9385317878468563,0.03881169142309535,0.9611883085769046,1.6498007094024871,1.3587893898297516,0.9352340725096797,0.031137724550898204,0.9688622754491018,1.5326129048299542,1.2351842896491088,0.9454609429978889
