morphology_label,total_objects,usable_objects,usable_fraction,detected_count,undetected_count,detection_retention_object_weighted,signal_floor_count,signal_floor_fraction_object_weighted,signal_retention_median_all_usable,signal_retention_p25_all_usable,signal_retention_p75_all_usable,signal_retention_median_valid_ref005,signal_retention_p25_valid_ref005,signal_retention_p75_valid_ref005,signal_retention_median_valid_ref010,signal_retention_p25_valid_ref010,signal_retention_p75_valid_ref010,median_area_km2,median_width_km,median_skeleton_length_km
branching,763,606,0.7942332896461337,3,603,0.0049504950495049506,603,0.995049504950495,0.31052658751025863,0.1157453650055056,0.7280115094613284,0.2949162230721493,0.11266673211315685,0.6870183211766732,0.2832410890510408,0.1050984767966497,0.6679648370754385,10.2681,0.8754433282707303,11.32513852073984
diffuse,632,515,0.814873417721519,11,504,0.021359223300970873,504,0.9786407766990292,0.358172577074087,0.1459343856848386,1.074802639683019,0.3269244616544125,0.1307229613051225,0.8028645014380169,0.2920494362447547,0.1196637232958447,0.7246611627738434,4.41315,0.7927075913296223,4.590472939388638
single_core_linear,913,786,0.8608981380065718,8,778,0.010178117048346057,778,0.989821882951654,0.9197880855928359,0.35422583348348774,2.3583376508494096,0.6752690877039977,0.28620698747389445,1.4265228111306183,0.5530343955998611,0.21530612948064903,1.1466964283320515,1.2069,0.1804011785617615,5.754183976444792
small_fragment,1180,864,0.7322033898305085,22,842,0.02546296296296296,842,0.9745370370370371,0.9644629342889381,0.301356232190402,3.2257885248663847,0.5941800292448587,0.2128038205811173,1.5174875971208985,0.4814138333855529,0.1830797371555401,1.0081526658478517,0.0441,0.12566690432779198,0.3197056274847714
unknown,342,276,0.8070175438596491,2,274,0.007246376811594203,274,0.9927536231884058,0.7482704567409202,0.25442461659097837,2.1136497605310134,0.521094039456749,0.1909795061459809,1.1078500209842188,0.4516491157127418,0.15280591336036847,0.9170770272010762,0.6768000000000001,0.2967771067826491,2.2289696961966996
