total_scene_rows,processed_scenes,rejected_scenes,total_objects,usable_objects,detection_retention_object_weighted,detection_retention_area_weighted,signal_floor_fraction_object_weighted,signal_retention_median_all_usable,signal_retention_p25_all_usable,signal_retention_p75_all_usable,signal_retention_p95_all_usable,signal_retention_median_valid_ref005,signal_retention_p25_valid_ref005,signal_retention_p75_valid_ref005,signal_retention_p95_valid_ref005,signal_retention_median_valid_ref010,signal_retention_p25_valid_ref010,signal_retention_p75_valid_ref010,signal_retention_p95_valid_ref010,retrieval_floor_fraction,retrieval_floor_status
693,81,612,3830,3047,0.015096816540859863,0.0036451082060213486,0.9849031834591402,0.6294868660832816,0.21128888582322755,1.8206445993248725,12.304183315997621,0.4459710561261384,0.1707126215331624,1.0951680924751526,3.752434436275378,0.36829722095498996,0.14389729777907787,0.847213683182668,2.5392471391271423,NA,not_evaluated_without_MOD06_MYD06
