total_objects,usable_objects,cloud_product_available_objects,retrieval_floor_evaluable_objects,product_retrieval_floor_true,product_retrieval_floor_false,product_retrieval_floor_NA,product_retrieval_floor_fraction_evaluable,product_retrieval_floor_fraction_all_usable,cot_valid_fraction_median,cot_obj_median_median,cloud_mask_clear_fraction_median,qa_good_fraction_median
3830,3047,3830,702,442,260,3128,0.6296296296296297,0.14506071545782737,0.0,1.1349999999999998,0.0,NA
