total_scene_candidates,processed_modis_scenes,processed_goes_scenes,processed_both_scenes,total_objects,modis_usable_objects,goes_usable_objects,both_modis_goes_usable_objects,modis_detection_retention_object_weighted,modis_signal_floor_fraction_object_weighted,modis_signal_retention_median_all_usable,modis_signal_retention_p25_all_usable,modis_signal_retention_p75_all_usable,modis_signal_retention_median_valid_ref005,modis_signal_retention_median_valid_ref010,goes_detection_retention_object_weighted,goes_signal_floor_fraction_object_weighted,goes_signal_retention_median_all_usable,goes_signal_retention_p25_all_usable,goes_signal_retention_p75_all_usable,goes_signal_retention_median_valid_ref005,goes_signal_retention_median_valid_ref010,both_usable_objects,modis_floor_and_goes_floor_count,modis_floor_goes_not_floor_count,modis_not_floor_goes_floor_count,both_detected_count,both_floor_fraction,sensor_signal_retention_ratio_median
61,53,61,53,5202,2947,4192,2856,0.018663047166610113,0.9813369528333898,0.4899631937207965,0.17673777680380043,1.3249345353927764,0.4032317858305089,0.3306149483841392,0.019799618320610685,0.9802003816793893,1.271660424870556,0.4782314032060832,3.424152661684851,1.0299178214631752,0.8718768118295013,2856,2753,53,50,0,0.9639355742296919,2.3754896631008355
